#    rho [fm-3]      T [MeV]       E_TOT/A [MeV]   E_KIN/A [MeV]   E_POT/A [MeV]
  0.20000000E-01  0.00000000E+00  0.41913002E+01  0.96698074E+01 -0.54785072E+01  0.16261796E+00  0.22002090E+00
  0.30000000E-01  0.00000000E+00  0.50804628E+01  0.12412858E+02 -0.73323955E+01  0.34925549E+00  0.27600771E+00
  0.32000000E-01  0.00000000E+00  0.54590146E+01  0.12978051E+02 -0.75190368E+01  0.14931802E+00  0.22040522E+00
  0.40000000E-01  0.00000000E+00  0.62078998E+01  0.14976306E+02 -0.87684063E+01  0.84105694E-01  0.17034625E+00
  0.60000000E-01  0.00000000E+00  0.73788084E+01  0.19313598E+02 -0.11934789E+02  0.43566048E+00  0.12482157E+00
  0.64000000E-01  0.00000000E+00  0.79906531E+01  0.20129133E+02 -0.12138480E+02  0.19335889E+00  0.24265078E+00
  0.80000000E-01  0.00000000E+00  0.92486022E+01  0.23336970E+02 -0.14088367E+02  0.54483190E-01  0.92736911E-04
  0.96000000E-01  0.00000000E+00  0.10493915E+02  0.26324610E+02 -0.15830695E+02  0.64101603E+00  0.94174971E+00
  0.10000000E+00  0.00000000E+00  0.10624562E+02  0.27026693E+02 -0.16402131E+02  0.12922241E+00  0.51281243E-01
  0.12000000E+00  0.00000000E+00  0.11564460E+02  0.30460376E+02 -0.18895916E+02  0.75365783E+00  0.21570968E-01
  0.12800000E+00  0.00000000E+00  0.12258865E+02  0.31877289E+02 -0.19618424E+02  0.70786033E+00  0.74959546E-01
  0.14000000E+00  0.00000000E+00  0.13861600E+02  0.33635175E+02 -0.19773575E+02  0.10466647E+00  0.68182628E-01
  0.16000000E+00  0.00000000E+00  0.16039735E+02  0.36699867E+02 -0.20660131E+02  0.16905664E+00  0.14588913E+00
  0.18000000E+00  0.00000000E+00  0.17825303E+02  0.39716876E+02 -0.21891573E+02  0.15743319E+00  0.31835316E-01
  0.20000000E+00  0.00000000E+00  0.20174044E+02  0.42621598E+02 -0.22447554E+02  0.11762932E+00  0.31570418E-02
  0.24000000E+00  0.00000000E+00  0.25723600E+02  0.48558482E+02 -0.22834882E+02  0.16525810E+00  0.15048843E+00
  0.28000000E+00  0.00000000E+00  0.31679628E+02  0.54393180E+02 -0.22713552E+02  0.62328270E+00  0.66160029E+00
  0.32000000E+00  0.00000000E+00  0.37163514E+02  0.59968721E+02 -0.22805207E+02  0.28225974E+00  0.59007041E+00
  0.36000000E+00  0.00000000E+00  0.42023488E+02  0.63665078E+02 -0.21641591E+02  0.36277403E+00  0.32459982E-01
  0.40000000E+00  0.00000000E+00  0.52185556E+02  0.73350862E+02 -0.21165306E+02  0.26235105E+01  0.23113296E+01
