#    rho [fm-3]      T [MeV]         mu [MeV]        E/A [MeV]        S_1/A           F/A [MeV]     P [MeV fm-3]
  2.00000000E-02  0.00000000E+00 -9.09551272E+00 -4.75059173E+00  0.00000000E+00 -4.75059173E+00 -8.68984199E-02
  3.00000000E-02  0.00000000E+00 -1.06038116E+01 -6.18827908E+00  0.00000000E+00 -6.18827908E+00 -1.32465976E-01
  3.20000000E-02  0.00000000E+00 -1.08837002E+01 -6.33179290E+00  0.00000000E+00 -6.33179290E+00 -1.45661034E-01
  4.00000000E-02  0.00000000E+00 -1.20941177E+01 -7.45275322E+00  0.00000000E+00 -7.45275322E+00 -1.85654577E-01
  6.00000000E-02  0.00000000E+00 -1.50784008E+01 -9.54709529E+00  0.00000000E+00 -9.54709529E+00 -3.31878333E-01
  6.40000000E-02  0.00000000E+00 -1.54055026E+01 -1.00445255E+01  0.00000000E+00 -1.00445255E+01 -3.43102540E-01
  8.00000000E-02  0.00000000E+00 -1.67417643E+01 -1.11523177E+01  0.00000000E+00 -1.11523177E+01 -4.47155729E-01
  9.60000000E-02  0.00000000E+00 -1.74821049E+01 -1.24014462E+01  0.00000000E+00 -1.24014462E+01 -4.87743239E-01
  1.00000000E-01  0.00000000E+00 -1.76440833E+01 -1.23085835E+01  0.00000000E+00 -1.23085835E+01 -5.33549975E-01
  1.20000000E-01  0.00000000E+00 -1.72308912E+01 -1.34921954E+01  0.00000000E+00 -1.34921954E+01 -4.48643494E-01
  1.28000000E-01  0.00000000E+00 -1.68165974E+01 -1.37555281E+01  0.00000000E+00 -1.37555281E+01 -3.91816864E-01
  1.40000000E-01  0.00000000E+00 -1.58770992E+01 -1.41427189E+01  0.00000000E+00 -1.41427189E+01 -2.42813240E-01
  1.60000000E-01  0.00000000E+00 -1.34489381E+01 -1.42713196E+01  0.00000000E+00 -1.42713196E+01  1.31581042E-01
  1.80000000E-01  0.00000000E+00 -1.00410752E+01 -1.47247802E+01  0.00000000E+00 -1.47247802E+01  8.43066900E-01
  2.00000000E-01  0.00000000E+00 -6.03304636E+00 -1.45310037E+01  0.00000000E+00 -1.45310037E+01  1.69959146E+00
  2.40000000E-01  0.00000000E+00  5.34131193E+00 -1.31356352E+01  0.00000000E+00 -1.31356352E+01  4.43446730E+00
  2.80000000E-01  0.00000000E+00  1.94422181E+01 -1.06195309E+01  0.00000000E+00 -1.06195309E+01  8.41728973E+00
  3.20000000E-01  0.00000000E+00  3.62030849E+01 -6.22439064E+00  0.00000000E+00 -6.22439064E+00  1.35767922E+01
  3.60000000E-01  0.00000000E+00  5.40294307E+01 -1.50586342E+00  0.00000000E+00 -1.50586342E+00  1.99927059E+01
  4.00000000E-01  0.00000000E+00  7.32345740E+01  4.19037193E+00  0.00000000E+00  4.19037193E+00  2.76176808E+01
