#    rho [fm-3]      T [MeV]         mu [MeV]        E/A [MeV]        S_1/A           F/A [MeV]     P [MeV fm-3]
  0.30000000E-01  0.00000000E+00 -0.10065287E+02 -0.57122584E+01  0.00000000E+00 -0.57122584E+01 -0.13059087E+00
  0.32000000E-01  0.00000000E+00 -0.10114981E+02 -0.58675293E+01  0.00000000E+00 -0.58675293E+01 -0.13591845E+00
  0.40000000E-01  0.00000000E+00 -0.10902109E+02 -0.68347223E+01  0.00000000E+00 -0.68347223E+01 -0.16269545E+00
  0.60000000E-01  0.00000000E+00 -0.12991851E+02 -0.82642997E+01  0.00000000E+00 -0.82642997E+01 -0.28365309E+00
  0.64000000E-01  0.00000000E+00 -0.13333374E+02 -0.86442321E+01  0.00000000E+00 -0.86442321E+01 -0.30010507E+00
  0.80000000E-01  0.00000000E+00 -0.13954308E+02 -0.93517365E+01  0.00000000E+00 -0.93517365E+01 -0.36820571E+00
  0.96000000E-01  0.00000000E+00 -0.13950600E+02 -0.10001753E+02  0.00000000E+00 -0.10001753E+02 -0.37908933E+00
  0.10000000E+00  0.00000000E+00 -0.13901259E+02 -0.10393949E+02  0.00000000E+00 -0.10393949E+02 -0.35073095E+00
  0.12000000E+00  0.00000000E+00 -0.12978584E+02 -0.10915883E+02  0.00000000E+00 -0.10915883E+02 -0.24752414E+00
  0.12800000E+00  0.00000000E+00 -0.12317622E+02 -0.11171101E+02  0.00000000E+00 -0.11171101E+02 -0.14675480E+00
  0.14000000E+00  0.00000000E+00 -0.11098321E+02 -0.10972974E+02  0.00000000E+00 -0.10972974E+02 -0.17548595E-01
  0.16000000E+00  0.00000000E+00 -0.84340068E+01 -0.10619067E+02  0.00000000E+00 -0.10619067E+02  0.34960960E+00
  0.18000000E+00  0.00000000E+00 -0.49132097E+01 -0.10394717E+02  0.00000000E+00 -0.10394717E+02  0.98667141E+00
  0.20000000E+00  0.00000000E+00 -0.96735218E+00 -0.97337701E+01  0.00000000E+00 -0.97337701E+01  0.17532836E+01
  0.24000000E+00  0.00000000E+00  0.89306921E+01 -0.75897594E+01  0.00000000E+00 -0.75897594E+01  0.39649084E+01
  0.28000000E+00  0.00000000E+00  0.21722199E+02 -0.42280982E+01  0.00000000E+00 -0.42280982E+01  0.72660832E+01
  0.32000000E+00  0.00000000E+00  0.36250879E+02 -0.31718910E+00  0.00000000E+00 -0.31718910E+00  0.11701782E+02
  0.36000000E+00  0.00000000E+00  0.53047412E+02  0.44430039E+01  0.00000000E+00  0.44430039E+01  0.17497587E+02
  0.40000000E+00  0.00000000E+00  0.70177647E+02  0.10349237E+02  0.00000000E+00  0.10349237E+02  0.23931364E+02
