# H4_MM(GMSR) EOS. Reference paper: G.Grams, J.Margueron, R.Somasundaram, and S.Reddy, EPJA (2022) 58:56. https://doi.org/10.1140/epja/s10050-022-00706-w 
# Outer-Inner Crust Transition :
# nB_inner =   2.5282142292259004E-004 fm-3, rho =   7.1798191275380834      MeV/fm3, P =   5.4763060342489047E-004 MeV/fm3,  mu_cl_n =   2.6651916429173218E-004 MeV
# Crust-Core Transition:	
# nB_cc =   9.0609997736513612E-002 fm-3. rho =   18.131463559875652      MeV/fm3, P =  0.47616516763123967      MeV/fm3,  mu_cl_n_ =   9.0609997736513612E-002 MeV
#   nB(fm-3),        Acl,         Zcl,          ncl (fm-3),        Ye,        ng (fm-3),     V_WS (fm^3),  E/A-m_n (MeV),  P (MeV/fm^3),  mu_cl_n (MeV),     mu_cl_p (MeV)  
     0.5483E-06     0.6336E+02     0.2752E+02     0.1777E+00     0.4343E+00     0.0000E+00     0.1156E+09    -0.8002E+01     0.2214E-06    -0.7954E+01    -0.1044E+02
     0.5556E-06     0.6339E+02     0.2752E+02     0.1777E+00     0.4342E+00     0.0000E+00     0.1141E+09    -0.7997E+01     0.2253E-06    -0.7947E+01    -0.1045E+02
     0.5629E-06     0.6341E+02     0.2753E+02     0.1777E+00     0.4341E+00     0.0000E+00     0.1127E+09    -0.7992E+01     0.2292E-06    -0.7941E+01    -0.1046E+02
     0.5704E-06     0.6344E+02     0.2753E+02     0.1777E+00     0.4340E+00     0.0000E+00     0.1112E+09    -0.7987E+01     0.2332E-06    -0.7934E+01    -0.1047E+02
     0.5780E-06     0.6347E+02     0.2754E+02     0.1777E+00     0.4339E+00     0.0000E+00     0.1098E+09    -0.7982E+01     0.2374E-06    -0.7927E+01    -0.1048E+02
     0.5856E-06     0.6349E+02     0.2754E+02     0.1776E+00     0.4338E+00     0.0000E+00     0.1084E+09    -0.7977E+01     0.2415E-06    -0.7920E+01    -0.1049E+02
     0.5934E-06     0.6352E+02     0.2755E+02     0.1776E+00     0.4337E+00     0.0000E+00     0.1070E+09    -0.7971E+01     0.2458E-06    -0.7913E+01    -0.1050E+02
     0.6013E-06     0.6355E+02     0.2755E+02     0.1776E+00     0.4336E+00     0.0000E+00     0.1057E+09    -0.7966E+01     0.2501E-06    -0.7906E+01    -0.1051E+02
     0.6093E-06     0.6357E+02     0.2756E+02     0.1776E+00     0.4335E+00     0.0000E+00     0.1043E+09    -0.7961E+01     0.2545E-06    -0.7899E+01    -0.1052E+02
     0.6174E-06     0.6360E+02     0.2757E+02     0.1776E+00     0.4334E+00     0.0000E+00     0.1030E+09    -0.7956E+01     0.2590E-06    -0.7893E+01    -0.1053E+02
     0.6256E-06     0.6363E+02     0.2757E+02     0.1776E+00     0.4333E+00     0.0000E+00     0.1017E+09    -0.7951E+01     0.2635E-06    -0.7886E+01    -0.1054E+02
     0.6339E-06     0.6365E+02     0.2758E+02     0.1776E+00     0.4332E+00     0.0000E+00     0.1004E+09    -0.7946E+01     0.2681E-06    -0.7879E+01    -0.1055E+02
     0.6423E-06     0.6368E+02     0.2758E+02     0.1776E+00     0.4331E+00     0.0000E+00     0.9915E+08    -0.7940E+01     0.2729E-06    -0.7872E+01    -0.1056E+02
     0.6508E-06     0.6371E+02     0.2759E+02     0.1776E+00     0.4330E+00     0.0000E+00     0.9789E+08    -0.7935E+01     0.2776E-06    -0.7864E+01    -0.1057E+02
     0.6595E-06     0.6374E+02     0.2759E+02     0.1776E+00     0.4329E+00     0.0000E+00     0.9665E+08    -0.7930E+01     0.2825E-06    -0.7857E+01    -0.1058E+02
     0.6682E-06     0.6376E+02     0.2760E+02     0.1776E+00     0.4328E+00     0.0000E+00     0.9542E+08    -0.7925E+01     0.2875E-06    -0.7850E+01    -0.1059E+02
     0.6771E-06     0.6379E+02     0.2761E+02     0.1776E+00     0.4327E+00     0.0000E+00     0.9421E+08    -0.7919E+01     0.2925E-06    -0.7843E+01    -0.1060E+02
     0.6861E-06     0.6382E+02     0.2761E+02     0.1776E+00     0.4326E+00     0.0000E+00     0.9302E+08    -0.7914E+01     0.2977E-06    -0.7836E+01    -0.1061E+02
     0.6952E-06     0.6385E+02     0.2762E+02     0.1776E+00     0.4325E+00     0.0000E+00     0.9184E+08    -0.7909E+01     0.3029E-06    -0.7829E+01    -0.1062E+02
     0.7044E-06     0.6388E+02     0.2762E+02     0.1776E+00     0.4324E+00     0.0000E+00     0.9068E+08    -0.7903E+01     0.3082E-06    -0.7822E+01    -0.1063E+02
     0.7138E-06     0.6390E+02     0.2763E+02     0.1775E+00     0.4323E+00     0.0000E+00     0.8953E+08    -0.7898E+01     0.3136E-06    -0.7814E+01    -0.1064E+02
     0.7233E-06     0.6393E+02     0.2763E+02     0.1775E+00     0.4322E+00     0.0000E+00     0.8840E+08    -0.7892E+01     0.3191E-06    -0.7807E+01    -0.1065E+02
     0.7329E-06     0.6396E+02     0.2764E+02     0.1775E+00     0.4321E+00     0.0000E+00     0.8728E+08    -0.7887E+01     0.3247E-06    -0.7800E+01    -0.1066E+02
     0.7426E-06     0.6399E+02     0.2765E+02     0.1775E+00     0.4320E+00     0.0000E+00     0.8617E+08    -0.7881E+01     0.3304E-06    -0.7792E+01    -0.1067E+02
     0.7525E-06     0.6402E+02     0.2765E+02     0.1775E+00     0.4319E+00     0.0000E+00     0.8508E+08    -0.7876E+01     0.3362E-06    -0.7785E+01    -0.1068E+02
     0.7624E-06     0.6405E+02     0.2766E+02     0.1775E+00     0.4318E+00     0.0000E+00     0.8400E+08    -0.7870E+01     0.3421E-06    -0.7778E+01    -0.1069E+02
     0.7726E-06     0.6408E+02     0.2766E+02     0.1775E+00     0.4317E+00     0.0000E+00     0.8294E+08    -0.7865E+01     0.3481E-06    -0.7770E+01    -0.1070E+02
     0.7828E-06     0.6411E+02     0.2767E+02     0.1775E+00     0.4316E+00     0.0000E+00     0.8189E+08    -0.7859E+01     0.3542E-06    -0.7763E+01    -0.1071E+02
     0.7932E-06     0.6414E+02     0.2767E+02     0.1775E+00     0.4315E+00     0.0000E+00     0.8085E+08    -0.7854E+01     0.3604E-06    -0.7755E+01    -0.1072E+02
     0.8038E-06     0.6417E+02     0.2768E+02     0.1775E+00     0.4314E+00     0.0000E+00     0.7983E+08    -0.7848E+01     0.3667E-06    -0.7748E+01    -0.1073E+02
     0.8144E-06     0.6419E+02     0.2769E+02     0.1775E+00     0.4313E+00     0.0000E+00     0.7882E+08    -0.7842E+01     0.3732E-06    -0.7740E+01    -0.1074E+02
     0.8252E-06     0.6422E+02     0.2769E+02     0.1775E+00     0.4312E+00     0.0000E+00     0.7782E+08    -0.7837E+01     0.3797E-06    -0.7733E+01    -0.1075E+02
     0.8362E-06     0.6425E+02     0.2770E+02     0.1775E+00     0.4311E+00     0.0000E+00     0.7684E+08    -0.7831E+01     0.3864E-06    -0.7725E+01    -0.1076E+02
     0.8473E-06     0.6428E+02     0.2770E+02     0.1774E+00     0.4310E+00     0.0000E+00     0.7587E+08    -0.7825E+01     0.3931E-06    -0.7717E+01    -0.1077E+02
     0.8586E-06     0.6431E+02     0.2771E+02     0.1774E+00     0.4309E+00     0.0000E+00     0.7491E+08    -0.7820E+01     0.4000E-06    -0.7710E+01    -0.1078E+02
     0.8700E-06     0.6434E+02     0.2772E+02     0.1774E+00     0.4308E+00     0.0000E+00     0.7396E+08    -0.7814E+01     0.4070E-06    -0.7702E+01    -0.1080E+02
     0.8815E-06     0.6437E+02     0.2772E+02     0.1774E+00     0.4306E+00     0.0000E+00     0.7303E+08    -0.7808E+01     0.4142E-06    -0.7694E+01    -0.1081E+02
     0.8932E-06     0.6441E+02     0.2773E+02     0.1774E+00     0.4305E+00     0.0000E+00     0.7211E+08    -0.7802E+01     0.4214E-06    -0.7686E+01    -0.1082E+02
     0.9051E-06     0.6444E+02     0.2774E+02     0.1774E+00     0.4304E+00     0.0000E+00     0.7119E+08    -0.7796E+01     0.4288E-06    -0.7679E+01    -0.1083E+02
     0.9171E-06     0.6447E+02     0.2774E+02     0.1774E+00     0.4303E+00     0.0000E+00     0.7029E+08    -0.7791E+01     0.4363E-06    -0.7671E+01    -0.1084E+02
     0.9293E-06     0.6450E+02     0.2775E+02     0.1774E+00     0.4302E+00     0.0000E+00     0.6941E+08    -0.7785E+01     0.4439E-06    -0.7663E+01    -0.1085E+02
     0.9416E-06     0.6453E+02     0.2775E+02     0.1774E+00     0.4301E+00     0.0000E+00     0.6853E+08    -0.7779E+01     0.4517E-06    -0.7655E+01    -0.1086E+02
     0.9541E-06     0.6456E+02     0.2776E+02     0.1774E+00     0.4300E+00     0.0000E+00     0.6767E+08    -0.7773E+01     0.4596E-06    -0.7647E+01    -0.1087E+02
     0.9668E-06     0.6459E+02     0.2777E+02     0.1774E+00     0.4299E+00     0.0000E+00     0.6681E+08    -0.7767E+01     0.4676E-06    -0.7639E+01    -0.1088E+02
     0.9796E-06     0.6462E+02     0.2777E+02     0.1774E+00     0.4298E+00     0.0000E+00     0.6597E+08    -0.7761E+01     0.4758E-06    -0.7631E+01    -0.1090E+02
     0.9926E-06     0.6465E+02     0.2778E+02     0.1774E+00     0.4297E+00     0.0000E+00     0.6513E+08    -0.7755E+01     0.4841E-06    -0.7623E+01    -0.1091E+02
     0.1006E-05     0.6469E+02     0.2779E+02     0.1773E+00     0.4295E+00     0.0000E+00     0.6431E+08    -0.7749E+01     0.4926E-06    -0.7615E+01    -0.1092E+02
     0.1019E-05     0.6472E+02     0.2779E+02     0.1773E+00     0.4294E+00     0.0000E+00     0.6350E+08    -0.7743E+01     0.5012E-06    -0.7607E+01    -0.1093E+02
     0.1033E-05     0.6475E+02     0.2780E+02     0.1773E+00     0.4293E+00     0.0000E+00     0.6270E+08    -0.7737E+01     0.5100E-06    -0.7599E+01    -0.1094E+02
     0.1046E-05     0.6478E+02     0.2780E+02     0.1773E+00     0.4292E+00     0.0000E+00     0.6191E+08    -0.7731E+01     0.5189E-06    -0.7591E+01    -0.1095E+02
     0.1060E-05     0.6481E+02     0.2781E+02     0.1773E+00     0.4291E+00     0.0000E+00     0.6113E+08    -0.7725E+01     0.5280E-06    -0.7582E+01    -0.1097E+02
     0.1074E-05     0.6485E+02     0.2782E+02     0.1773E+00     0.4290E+00     0.0000E+00     0.6036E+08    -0.7718E+01     0.5372E-06    -0.7574E+01    -0.1098E+02
     0.1089E-05     0.6488E+02     0.2782E+02     0.1773E+00     0.4289E+00     0.0000E+00     0.5960E+08    -0.7712E+01     0.5466E-06    -0.7566E+01    -0.1099E+02
     0.1103E-05     0.6491E+02     0.2783E+02     0.1773E+00     0.4287E+00     0.0000E+00     0.5885E+08    -0.7706E+01     0.5561E-06    -0.7558E+01    -0.1100E+02
     0.1118E-05     0.6494E+02     0.2784E+02     0.1773E+00     0.4286E+00     0.0000E+00     0.5810E+08    -0.7700E+01     0.5658E-06    -0.7549E+01    -0.1101E+02
     0.1133E-05     0.6498E+02     0.2784E+02     0.1773E+00     0.4285E+00     0.0000E+00     0.5737E+08    -0.7694E+01     0.5757E-06    -0.7541E+01    -0.1102E+02
     0.1148E-05     0.6501E+02     0.2785E+02     0.1773E+00     0.4284E+00     0.0000E+00     0.5665E+08    -0.7687E+01     0.5858E-06    -0.7533E+01    -0.1104E+02
     0.1163E-05     0.6504E+02     0.2786E+02     0.1773E+00     0.4283E+00     0.0000E+00     0.5593E+08    -0.7681E+01     0.5960E-06    -0.7524E+01    -0.1105E+02
     0.1178E-05     0.6508E+02     0.2786E+02     0.1772E+00     0.4282E+00     0.0000E+00     0.5523E+08    -0.7675E+01     0.6064E-06    -0.7516E+01    -0.1106E+02
     0.1194E-05     0.6511E+02     0.2787E+02     0.1772E+00     0.4280E+00     0.0000E+00     0.5453E+08    -0.7668E+01     0.6170E-06    -0.7507E+01    -0.1107E+02
     0.1210E-05     0.6515E+02     0.2788E+02     0.1772E+00     0.4279E+00     0.0000E+00     0.5385E+08    -0.7662E+01     0.6278E-06    -0.7499E+01    -0.1108E+02
     0.1226E-05     0.6518E+02     0.2788E+02     0.1772E+00     0.4278E+00     0.0000E+00     0.5317E+08    -0.7656E+01     0.6387E-06    -0.7490E+01    -0.1110E+02
     0.1242E-05     0.6521E+02     0.2789E+02     0.1772E+00     0.4277E+00     0.0000E+00     0.5250E+08    -0.7649E+01     0.6499E-06    -0.7482E+01    -0.1111E+02
     0.1259E-05     0.6525E+02     0.2790E+02     0.1772E+00     0.4276E+00     0.0000E+00     0.5184E+08    -0.7643E+01     0.6612E-06    -0.7473E+01    -0.1112E+02
     0.1275E-05     0.6528E+02     0.2790E+02     0.1772E+00     0.4274E+00     0.0000E+00     0.5119E+08    -0.7636E+01     0.6727E-06    -0.7464E+01    -0.1113E+02
     0.1292E-05     0.6532E+02     0.2791E+02     0.1772E+00     0.4273E+00     0.0000E+00     0.5054E+08    -0.7630E+01     0.6845E-06    -0.7456E+01    -0.1115E+02
     0.1309E-05     0.6535E+02     0.2792E+02     0.1772E+00     0.4272E+00     0.0000E+00     0.4991E+08    -0.7623E+01     0.6964E-06    -0.7447E+01    -0.1116E+02
     0.1327E-05     0.6539E+02     0.2792E+02     0.1772E+00     0.4271E+00     0.0000E+00     0.4928E+08    -0.7617E+01     0.7086E-06    -0.7438E+01    -0.1117E+02
     0.1344E-05     0.6542E+02     0.2793E+02     0.1772E+00     0.4269E+00     0.0000E+00     0.4866E+08    -0.7610E+01     0.7209E-06    -0.7429E+01    -0.1118E+02
     0.1362E-05     0.6546E+02     0.2794E+02     0.1771E+00     0.4268E+00     0.0000E+00     0.4805E+08    -0.7603E+01     0.7335E-06    -0.7421E+01    -0.1120E+02
     0.1380E-05     0.6549E+02     0.2794E+02     0.1771E+00     0.4267E+00     0.0000E+00     0.4744E+08    -0.7597E+01     0.7463E-06    -0.7412E+01    -0.1121E+02
     0.1399E-05     0.6553E+02     0.2795E+02     0.1771E+00     0.4266E+00     0.0000E+00     0.4685E+08    -0.7590E+01     0.7593E-06    -0.7403E+01    -0.1122E+02
     0.1417E-05     0.6556E+02     0.2796E+02     0.1771E+00     0.4264E+00     0.0000E+00     0.4626E+08    -0.7583E+01     0.7725E-06    -0.7394E+01    -0.1124E+02
     0.1436E-05     0.6560E+02     0.2797E+02     0.1771E+00     0.4263E+00     0.0000E+00     0.4568E+08    -0.7577E+01     0.7860E-06    -0.7385E+01    -0.1125E+02
     0.1455E-05     0.6563E+02     0.2797E+02     0.1771E+00     0.4262E+00     0.0000E+00     0.4510E+08    -0.7570E+01     0.7997E-06    -0.7376E+01    -0.1126E+02
     0.1474E-05     0.6567E+02     0.2798E+02     0.1771E+00     0.4261E+00     0.0000E+00     0.4454E+08    -0.7563E+01     0.8136E-06    -0.7367E+01    -0.1127E+02
     0.1494E-05     0.6571E+02     0.2799E+02     0.1771E+00     0.4259E+00     0.0000E+00     0.4398E+08    -0.7556E+01     0.8277E-06    -0.7358E+01    -0.1129E+02
     0.1514E-05     0.6574E+02     0.2799E+02     0.1771E+00     0.4258E+00     0.0000E+00     0.4343E+08    -0.7549E+01     0.8422E-06    -0.7349E+01    -0.1130E+02
     0.1534E-05     0.6578E+02     0.2800E+02     0.1771E+00     0.4257E+00     0.0000E+00     0.4288E+08    -0.7543E+01     0.8568E-06    -0.7340E+01    -0.1131E+02
     0.1554E-05     0.6582E+02     0.2801E+02     0.1771E+00     0.4255E+00     0.0000E+00     0.4234E+08    -0.7536E+01     0.8717E-06    -0.7330E+01    -0.1133E+02
     0.1575E-05     0.6585E+02     0.2801E+02     0.1770E+00     0.4254E+00     0.0000E+00     0.4181E+08    -0.7529E+01     0.8869E-06    -0.7321E+01    -0.1134E+02
     0.1596E-05     0.6589E+02     0.2802E+02     0.1770E+00     0.4253E+00     0.0000E+00     0.4129E+08    -0.7522E+01     0.9024E-06    -0.7312E+01    -0.1135E+02
     0.1617E-05     0.6593E+02     0.2803E+02     0.1770E+00     0.4252E+00     0.0000E+00     0.4077E+08    -0.7515E+01     0.9181E-06    -0.7303E+01    -0.1137E+02
     0.1639E-05     0.6596E+02     0.2804E+02     0.1770E+00     0.4250E+00     0.0000E+00     0.4026E+08    -0.7508E+01     0.9340E-06    -0.7293E+01    -0.1138E+02
     0.1660E-05     0.6600E+02     0.2804E+02     0.1770E+00     0.4249E+00     0.0000E+00     0.3975E+08    -0.7501E+01     0.9503E-06    -0.7284E+01    -0.1139E+02
     0.1682E-05     0.6604E+02     0.2805E+02     0.1770E+00     0.4248E+00     0.0000E+00     0.3925E+08    -0.7494E+01     0.9668E-06    -0.7275E+01    -0.1141E+02
     0.1705E-05     0.6608E+02     0.2806E+02     0.1770E+00     0.4246E+00     0.0000E+00     0.3876E+08    -0.7487E+01     0.9836E-06    -0.7265E+01    -0.1142E+02
     0.1727E-05     0.6611E+02     0.2807E+02     0.1770E+00     0.4245E+00     0.0000E+00     0.3827E+08    -0.7479E+01     0.1001E-05    -0.7256E+01    -0.1144E+02
     0.1750E-05     0.6615E+02     0.2807E+02     0.1770E+00     0.4244E+00     0.0000E+00     0.3779E+08    -0.7472E+01     0.1018E-05    -0.7246E+01    -0.1145E+02
     0.1774E-05     0.6619E+02     0.2808E+02     0.1770E+00     0.4242E+00     0.0000E+00     0.3732E+08    -0.7465E+01     0.1036E-05    -0.7237E+01    -0.1146E+02
     0.1797E-05     0.6623E+02     0.2809E+02     0.1769E+00     0.4241E+00     0.0000E+00     0.3685E+08    -0.7458E+01     0.1054E-05    -0.7227E+01    -0.1148E+02
     0.1821E-05     0.6627E+02     0.2810E+02     0.1769E+00     0.4240E+00     0.0000E+00     0.3639E+08    -0.7451E+01     0.1072E-05    -0.7217E+01    -0.1149E+02
     0.1845E-05     0.6631E+02     0.2810E+02     0.1769E+00     0.4238E+00     0.0000E+00     0.3594E+08    -0.7443E+01     0.1091E-05    -0.7208E+01    -0.1151E+02
     0.1870E-05     0.6635E+02     0.2811E+02     0.1769E+00     0.4237E+00     0.0000E+00     0.3549E+08    -0.7436E+01     0.1110E-05    -0.7198E+01    -0.1152E+02
     0.1894E-05     0.6639E+02     0.2812E+02     0.1769E+00     0.4236E+00     0.0000E+00     0.3504E+08    -0.7429E+01     0.1129E-05    -0.7188E+01    -0.1153E+02
     0.1920E-05     0.6642E+02     0.2813E+02     0.1769E+00     0.4234E+00     0.0000E+00     0.3460E+08    -0.7421E+01     0.1149E-05    -0.7179E+01    -0.1155E+02
     0.1945E-05     0.6646E+02     0.2813E+02     0.1769E+00     0.4233E+00     0.0000E+00     0.3417E+08    -0.7414E+01     0.1169E-05    -0.7169E+01    -0.1156E+02
     0.1971E-05     0.6650E+02     0.2814E+02     0.1769E+00     0.4231E+00     0.0000E+00     0.3374E+08    -0.7407E+01     0.1189E-05    -0.7159E+01    -0.1158E+02
     0.1997E-05     0.6654E+02     0.2815E+02     0.1769E+00     0.4230E+00     0.0000E+00     0.3332E+08    -0.7399E+01     0.1210E-05    -0.7149E+01    -0.1159E+02
     0.2024E-05     0.6658E+02     0.2816E+02     0.1768E+00     0.4229E+00     0.0000E+00     0.3290E+08    -0.7392E+01     0.1230E-05    -0.7139E+01    -0.1161E+02
     0.2050E-05     0.6662E+02     0.2816E+02     0.1768E+00     0.4227E+00     0.0000E+00     0.3249E+08    -0.7384E+01     0.1252E-05    -0.7129E+01    -0.1162E+02
     0.2078E-05     0.6666E+02     0.2817E+02     0.1768E+00     0.4226E+00     0.0000E+00     0.3209E+08    -0.7377E+01     0.1274E-05    -0.7119E+01    -0.1163E+02
     0.2105E-05     0.6671E+02     0.2818E+02     0.1768E+00     0.4224E+00     0.0000E+00     0.3168E+08    -0.7369E+01     0.1296E-05    -0.7109E+01    -0.1165E+02
     0.2133E-05     0.6675E+02     0.2819E+02     0.1768E+00     0.4223E+00     0.0000E+00     0.3129E+08    -0.7362E+01     0.1318E-05    -0.7099E+01    -0.1166E+02
     0.2162E-05     0.6679E+02     0.2819E+02     0.1768E+00     0.4222E+00     0.0000E+00     0.3090E+08    -0.7354E+01     0.1341E-05    -0.7089E+01    -0.1168E+02
     0.2190E-05     0.6683E+02     0.2820E+02     0.1768E+00     0.4220E+00     0.0000E+00     0.3051E+08    -0.7346E+01     0.1364E-05    -0.7079E+01    -0.1169E+02
     0.2219E-05     0.6687E+02     0.2821E+02     0.1768E+00     0.4219E+00     0.0000E+00     0.3013E+08    -0.7339E+01     0.1388E-05    -0.7069E+01    -0.1171E+02
     0.2249E-05     0.6691E+02     0.2822E+02     0.1768E+00     0.4217E+00     0.0000E+00     0.2975E+08    -0.7331E+01     0.1412E-05    -0.7058E+01    -0.1172E+02
     0.2279E-05     0.6695E+02     0.2823E+02     0.1767E+00     0.4216E+00     0.0000E+00     0.2938E+08    -0.7323E+01     0.1437E-05    -0.7048E+01    -0.1174E+02
     0.2309E-05     0.6699E+02     0.2823E+02     0.1767E+00     0.4214E+00     0.0000E+00     0.2901E+08    -0.7315E+01     0.1461E-05    -0.7038E+01    -0.1175E+02
     0.2340E-05     0.6704E+02     0.2824E+02     0.1767E+00     0.4213E+00     0.0000E+00     0.2865E+08    -0.7308E+01     0.1487E-05    -0.7027E+01    -0.1177E+02
     0.2371E-05     0.6708E+02     0.2825E+02     0.1767E+00     0.4211E+00     0.0000E+00     0.2829E+08    -0.7300E+01     0.1513E-05    -0.7017E+01    -0.1179E+02
     0.2402E-05     0.6712E+02     0.2826E+02     0.1767E+00     0.4210E+00     0.0000E+00     0.2794E+08    -0.7292E+01     0.1539E-05    -0.7007E+01    -0.1180E+02
     0.2434E-05     0.6716E+02     0.2827E+02     0.1767E+00     0.4208E+00     0.0000E+00     0.2759E+08    -0.7284E+01     0.1565E-05    -0.6996E+01    -0.1182E+02
     0.2466E-05     0.6721E+02     0.2827E+02     0.1767E+00     0.4207E+00     0.0000E+00     0.2725E+08    -0.7276E+01     0.1592E-05    -0.6986E+01    -0.1183E+02
     0.2499E-05     0.6725E+02     0.2828E+02     0.1767E+00     0.4205E+00     0.0000E+00     0.2691E+08    -0.7268E+01     0.1620E-05    -0.6975E+01    -0.1185E+02
     0.2532E-05     0.6729E+02     0.2829E+02     0.1767E+00     0.4204E+00     0.0000E+00     0.2657E+08    -0.7260E+01     0.1648E-05    -0.6965E+01    -0.1186E+02
     0.2566E-05     0.6734E+02     0.2830E+02     0.1766E+00     0.4203E+00     0.0000E+00     0.2624E+08    -0.7252E+01     0.1677E-05    -0.6954E+01    -0.1188E+02
     0.2600E-05     0.6738E+02     0.2831E+02     0.1766E+00     0.4201E+00     0.0000E+00     0.2591E+08    -0.7244E+01     0.1706E-05    -0.6943E+01    -0.1189E+02
     0.2635E-05     0.6742E+02     0.2831E+02     0.1766E+00     0.4199E+00     0.0000E+00     0.2559E+08    -0.7236E+01     0.1735E-05    -0.6933E+01    -0.1191E+02
     0.2670E-05     0.6747E+02     0.2832E+02     0.1766E+00     0.4198E+00     0.0000E+00     0.2527E+08    -0.7228E+01     0.1765E-05    -0.6922E+01    -0.1193E+02
     0.2705E-05     0.6751E+02     0.2833E+02     0.1766E+00     0.4196E+00     0.0000E+00     0.2496E+08    -0.7220E+01     0.1796E-05    -0.6911E+01    -0.1194E+02
     0.2741E-05     0.6756E+02     0.2834E+02     0.1766E+00     0.4195E+00     0.0000E+00     0.2465E+08    -0.7211E+01     0.1827E-05    -0.6900E+01    -0.1196E+02
     0.2777E-05     0.6760E+02     0.2835E+02     0.1766E+00     0.4193E+00     0.0000E+00     0.2434E+08    -0.7203E+01     0.1858E-05    -0.6889E+01    -0.1197E+02
     0.2814E-05     0.6764E+02     0.2836E+02     0.1766E+00     0.4192E+00     0.0000E+00     0.2404E+08    -0.7195E+01     0.1891E-05    -0.6878E+01    -0.1199E+02
     0.2852E-05     0.6769E+02     0.2836E+02     0.1765E+00     0.4190E+00     0.0000E+00     0.2374E+08    -0.7187E+01     0.1923E-05    -0.6867E+01    -0.1201E+02
     0.2889E-05     0.6773E+02     0.2837E+02     0.1765E+00     0.4189E+00     0.0000E+00     0.2344E+08    -0.7178E+01     0.1957E-05    -0.6856E+01    -0.1202E+02
     0.2928E-05     0.6778E+02     0.2838E+02     0.1765E+00     0.4187E+00     0.0000E+00     0.2315E+08    -0.7170E+01     0.1990E-05    -0.6845E+01    -0.1204E+02
     0.2967E-05     0.6782E+02     0.2839E+02     0.1765E+00     0.4186E+00     0.0000E+00     0.2286E+08    -0.7162E+01     0.2025E-05    -0.6834E+01    -0.1206E+02
     0.3006E-05     0.6787E+02     0.2840E+02     0.1765E+00     0.4184E+00     0.0000E+00     0.2258E+08    -0.7153E+01     0.2060E-05    -0.6823E+01    -0.1207E+02
     0.3046E-05     0.6792E+02     0.2841E+02     0.1765E+00     0.4182E+00     0.0000E+00     0.2230E+08    -0.7145E+01     0.2095E-05    -0.6812E+01    -0.1209E+02
     0.3086E-05     0.6796E+02     0.2841E+02     0.1765E+00     0.4181E+00     0.0000E+00     0.2202E+08    -0.7136E+01     0.2132E-05    -0.6801E+01    -0.1211E+02
     0.3127E-05     0.6801E+02     0.2842E+02     0.1765E+00     0.4179E+00     0.0000E+00     0.2175E+08    -0.7128E+01     0.2168E-05    -0.6790E+01    -0.1212E+02
     0.3169E-05     0.6806E+02     0.2843E+02     0.1764E+00     0.4178E+00     0.0000E+00     0.2148E+08    -0.7119E+01     0.2206E-05    -0.6778E+01    -0.1214E+02
     0.3211E-05     0.6810E+02     0.2844E+02     0.1764E+00     0.4176E+00     0.0000E+00     0.2121E+08    -0.7111E+01     0.2244E-05    -0.6767E+01    -0.1216E+02
     0.3254E-05     0.6815E+02     0.2845E+02     0.1764E+00     0.4174E+00     0.0000E+00     0.2095E+08    -0.7102E+01     0.2283E-05    -0.6756E+01    -0.1217E+02
     0.3297E-05     0.6820E+02     0.2846E+02     0.1764E+00     0.4173E+00     0.0000E+00     0.2069E+08    -0.7093E+01     0.2322E-05    -0.6744E+01    -0.1219E+02
     0.3341E-05     0.6824E+02     0.2847E+02     0.1764E+00     0.4171E+00     0.0000E+00     0.2043E+08    -0.7085E+01     0.2362E-05    -0.6733E+01    -0.1221E+02
     0.3385E-05     0.6829E+02     0.2847E+02     0.1764E+00     0.4170E+00     0.0000E+00     0.2018E+08    -0.7076E+01     0.2403E-05    -0.6721E+01    -0.1223E+02
     0.3430E-05     0.6834E+02     0.2848E+02     0.1764E+00     0.4168E+00     0.0000E+00     0.1992E+08    -0.7067E+01     0.2444E-05    -0.6710E+01    -0.1224E+02
     0.3475E-05     0.6839E+02     0.2849E+02     0.1764E+00     0.4166E+00     0.0000E+00     0.1968E+08    -0.7059E+01     0.2487E-05    -0.6698E+01    -0.1226E+02
     0.3522E-05     0.6843E+02     0.2850E+02     0.1763E+00     0.4165E+00     0.0000E+00     0.1943E+08    -0.7050E+01     0.2530E-05    -0.6686E+01    -0.1228E+02
     0.3568E-05     0.6848E+02     0.2851E+02     0.1763E+00     0.4163E+00     0.0000E+00     0.1919E+08    -0.7041E+01     0.2573E-05    -0.6675E+01    -0.1230E+02
